nohup: ignoring input
[0/2][1/2]Run with 9(3*3) board in 2 blocks(bytes),every queen must attack 3.
Run with 9(3*3) board in 2 blocks(bytes),every queen must attack 3.
[1/2]All boards exhausted.
[1/2]Max pieces:4
[0/2]All boards exhausted.
[0/2]Max pieces:6
[0/2]Final max pieces:6
3, 3:6:1,3,6,7,8,9,
3, 3:6:1,3,4,7,8,9,
3, 3:6:1,3,4,6,7,9,
3, 3:6:1,2,3,7,8,9,
3, 3:6:1,2,3,6,7,9,
3, 3:6:1,2,3,4,7,9,
[1/2][0/2]Run with 16(4*4) board in 2 blocks(bytes),every queen must attack 3.
Run with 16(4*4) board in 2 blocks(bytes),every queen must attack 3.
[1/2]All boards exhausted.
[1/2]Max pieces:6
[0/2]All boards exhausted.
[0/2]Max pieces:8
[0/2]Final max pieces:8
4, 3:8:1,4,8,12,13,14,15,16,
4, 3:8:1,4,7,9,13,14,15,16,
4, 3:8:1,4,7,8,9,10,13,16,
4, 3:8:1,4,6,12,13,14,15,16,
4, 3:8:1,4,6,8,12,13,15,16,
4, 3:8:1,4,5,9,13,14,15,16,
4, 3:8:1,4,5,8,9,12,13,16,
4, 3:8:1,4,5,7,9,13,14,16,
4, 3:8:1,4,5,6,11,12,13,16,
4, 3:8:1,3,4,8,10,12,13,16,
4, 3:8:1,3,4,7,10,13,14,16,
4, 3:8:1,2,4,6,11,13,15,16,
4, 3:8:1,2,4,5,9,11,13,16,
4, 3:8:1,2,3,4,13,14,15,16,
4, 3:8:1,2,3,4,8,12,13,16,
4, 3:8:1,2,3,4,8,10,13,16,
4, 3:8:1,2,3,4,5,11,13,16,
4, 3:8:1,2,3,4,5,9,13,16,
[1/2][0/2]Run with 25(5*5) board in 4 blocks(bytes),every queen must attack 3.
Run with 25(5*5) board in 4 blocks(bytes),every queen must attack 3.
[1/2]All boards exhausted.
[1/2]Max pieces:10
[0/2]All boards exhausted.
[0/2]Max pieces:10
[0/2]Final max pieces:10
5, 3:10:1,5,6,11,15,16,18,21,24,25,
5, 3:10:1,5,6,11,15,16,18,20,21,25,
5, 3:10:1,5,6,11,14,15,18,21,22,25,
5, 3:10:1,5,6,11,14,15,16,18,21,25,
5, 3:10:1,5,6,11,12,19,20,21,22,25,
5, 3:10:1,5,6,11,12,14,15,20,21,25,
5, 3:10:1,5,6,10,15,16,20,21,23,25,
5, 3:10:1,5,6,10,11,16,20,21,23,25,
5, 3:10:1,5,6,10,11,15,16,20,21,25,
5, 3:10:1,5,6,9,11,16,21,22,23,25,
5, 3:10:1,5,6,9,11,16,20,21,23,25,
5, 3:10:1,5,6,8,14,20,21,22,23,25,
5, 3:10:1,5,6,8,11,14,15,16,21,25,
5, 3:10:1,5,6,8,10,11,15,20,21,25,
5, 3:10:1,5,6,8,10,11,15,16,21,25,
5, 3:10:1,5,6,7,15,16,20,21,23,25,
5, 3:10:1,4,7,14,15,16,17,23,24,25,
5, 3:10:1,4,7,9,15,16,18,20,23,25,
5, 3:10:1,4,6,10,15,16,17,20,23,25,
5, 3:10:1,4,5,9,18,20,21,22,23,25,
5, 3:10:1,4,5,8,12,15,20,21,22,25,
5, 3:10:1,4,5,8,11,12,20,21,22,25,
5, 3:10:1,4,5,8,11,12,15,20,21,25,
5, 3:10:1,4,5,7,15,21,22,23,24,25,
5, 3:10:1,4,5,7,14,15,17,21,24,25,
5, 3:10:1,4,5,7,12,18,20,21,23,25,
5, 3:10:1,4,5,6,14,15,18,21,22,25,
5, 3:10:1,4,5,6,14,15,17,18,21,25,
5, 3:10:1,4,5,6,12,18,20,21,23,25,
5, 3:10:1,4,5,6,11,15,17,18,24,25,
5, 3:10:1,4,5,6,11,14,18,21,22,25,
5, 3:10:1,4,5,6,8,11,15,20,21,25,
5, 3:10:1,4,5,6,8,11,15,16,21,25,
5, 3:10:1,4,5,6,7,15,16,21,23,25,
5, 3:10:1,4,5,6,7,14,15,20,21,25,
5, 3:10:1,3,6,9,14,16,20,22,23,25,
5, 3:10:1,3,6,9,10,16,20,22,23,25,
5, 3:10:1,3,6,9,10,11,16,20,22,25,
5, 3:10:1,3,6,8,10,11,17,19,22,25,
5, 3:10:1,3,5,10,20,21,22,23,24,25,
5, 3:10:1,3,5,10,15,20,21,22,24,25,
5, 3:10:1,3,5,10,14,21,22,23,24,25,
5, 3:10:1,3,5,10,14,20,21,22,23,25,
5, 3:10:1,3,5,10,11,20,21,22,24,25,
5, 3:10:1,3,5,10,11,19,21,22,24,25,
5, 3:10:1,3,5,10,11,19,20,21,22,25,
5, 3:10:1,3,5,8,14,21,22,23,24,25,
5, 3:10:1,3,5,8,14,20,21,22,23,25,
5, 3:10:1,3,5,8,12,21,22,23,24,25,
5, 3:10:1,3,5,8,12,16,21,23,24,25,
5, 3:10:1,3,5,8,10,12,17,21,24,25,
5, 3:10:1,3,5,8,10,12,16,21,24,25,
5, 3:10:1,3,5,6,16,21,22,23,24,25,
5, 3:10:1,3,5,6,15,17,21,22,24,25,
5, 3:10:1,3,5,6,15,16,21,22,24,25,
5, 3:10:1,3,5,6,15,16,17,22,24,25,
5, 3:10:1,3,5,6,15,16,17,21,24,25,
5, 3:10:1,3,5,6,12,21,22,23,24,25,
5, 3:10:1,3,5,6,12,16,21,23,24,25,
5, 3:10:1,3,5,6,11,16,21,22,24,25,
5, 3:10:1,3,5,6,10,16,20,21,23,25,
5, 3:10:1,3,5,6,10,15,17,20,21,25,
5, 3:10:1,3,5,6,10,15,16,20,21,25,
5, 3:10:1,3,5,6,10,15,16,17,21,25,
5, 3:10:1,3,5,6,10,12,17,23,24,25,
5, 3:10:1,3,5,6,10,11,19,20,21,25,
5, 3:10:1,3,5,6,10,11,16,20,21,25,
5, 3:10:1,3,5,6,10,11,16,19,21,25,
5, 3:10:1,3,5,6,8,14,20,21,22,25,
5, 3:10:1,3,5,6,8,14,19,21,22,25,
5, 3:10:1,3,5,6,8,10,17,19,21,25,
5, 3:10:1,3,4,6,10,16,17,20,23,25,
5, 3:10:1,3,4,6,10,12,17,20,23,25,
5, 3:10:1,3,4,5,15,17,21,22,24,25,
5, 3:10:1,3,4,5,14,21,22,23,24,25,
5, 3:10:1,3,4,5,14,20,21,22,23,25,
5, 3:10:1,3,4,5,10,15,17,20,21,25,
5, 3:10:1,3,4,5,8,18,21,22,23,25,
5, 3:10:1,3,4,5,6,12,21,22,23,25,
5, 3:10:1,3,4,5,6,12,18,21,23,25,
5, 3:10:1,3,4,5,6,12,18,20,21,25,
5, 3:10:1,3,4,5,6,12,16,21,23,25,
5, 3:10:1,3,4,5,6,8,17,21,22,25,
5, 3:10:1,2,8,9,11,15,20,21,22,25,
5, 3:10:1,2,8,9,11,15,16,22,24,25,
5, 3:10:1,2,5,10,14,16,18,21,23,25,
5, 3:10:1,2,5,10,12,15,18,21,24,25,
5, 3:10:1,2,5,10,11,12,18,21,24,25,
5, 3:10:1,2,5,10,11,12,18,19,21,25,
5, 3:10:1,2,5,9,14,16,18,21,23,25,
5, 3:10:1,2,5,9,11,21,22,23,24,25,
5, 3:10:1,2,5,9,11,12,19,21,22,25,
5, 3:10:1,2,5,9,10,11,20,21,23,25,
5, 3:10:1,2,5,9,10,11,12,16,21,25,
5, 3:10:1,2,5,8,14,15,16,21,24,25,
5, 3:10:1,2,5,8,11,14,16,21,24,25,
5, 3:10:1,2,5,8,11,14,15,16,21,25,
5, 3:10:1,2,5,8,10,11,15,20,21,25,
5, 3:10:1,2,5,8,10,11,15,16,21,25,
5, 3:10:1,2,5,7,16,18,21,23,24,25,
5, 3:10:1,2,4,10,11,15,17,22,24,25,
5, 3:10:1,2,4,10,11,15,17,18,24,25,
5, 3:10:1,2,4,9,15,16,22,23,24,25,
5, 3:10:1,2,4,9,11,15,16,22,24,25,
5, 3:10:1,2,4,9,10,11,20,21,23,25,
5, 3:10:1,2,4,5,15,21,22,23,24,25,
5, 3:10:1,2,4,5,11,21,22,23,24,25,
5, 3:10:1,2,4,5,11,15,21,22,24,25,
5, 3:10:1,2,4,5,10,15,20,21,23,25,
5, 3:10:1,2,4,5,10,11,20,21,23,25,
5, 3:10:1,2,4,5,10,11,15,20,21,25,
5, 3:10:1,2,4,5,9,11,21,22,23,25,
5, 3:10:1,2,4,5,9,11,20,21,23,25,
5, 3:10:1,2,4,5,8,11,15,20,21,25,
5, 3:10:1,2,4,5,8,11,15,16,21,25,
5, 3:10:1,2,4,5,7,15,21,23,24,25,
5, 3:10:1,2,4,5,7,15,16,21,23,25,
5, 3:10:1,2,4,5,6,15,16,21,23,25,
5, 3:10:1,2,4,5,6,11,16,21,23,25,
5, 3:10:1,2,4,5,6,11,15,16,21,25,
5, 3:10:1,2,3,9,14,16,20,21,23,25,
5, 3:10:1,2,3,9,10,11,12,19,22,25,
5, 3:10:1,2,3,5,12,21,22,23,24,25,
5, 3:10:1,2,3,5,12,16,21,23,24,25,
5, 3:10:1,2,3,5,11,19,21,22,24,25,
5, 3:10:1,2,3,5,10,14,21,23,24,25,
5, 3:10:1,2,3,5,10,14,20,21,23,25,
5, 3:10:1,2,3,5,10,14,18,21,23,25,
5, 3:10:1,2,3,5,10,14,16,18,21,25,
5, 3:10:1,2,3,5,8,18,21,23,24,25,
5, 3:10:1,2,3,5,8,10,19,21,24,25,
5, 3:10:1,2,3,5,6,11,16,19,21,25,
5, 3:10:1,2,3,4,10,11,17,22,24,25,
5, 3:10:1,2,3,4,5,21,22,23,24,25,
5, 3:10:1,2,3,4,5,15,21,22,24,25,
5, 3:10:1,2,3,4,5,15,17,21,24,25,
5, 3:10:1,2,3,4,5,14,21,23,24,25,
5, 3:10:1,2,3,4,5,14,20,21,23,25,
5, 3:10:1,2,3,4,5,14,18,21,23,25,
5, 3:10:1,2,3,4,5,12,21,22,23,25,
5, 3:10:1,2,3,4,5,12,18,21,23,25,
5, 3:10:1,2,3,4,5,12,16,21,23,25,
5, 3:10:1,2,3,4,5,11,21,22,24,25,
5, 3:10:1,2,3,4,5,11,19,21,22,25,
5, 3:10:1,2,3,4,5,10,20,21,23,25,
5, 3:10:1,2,3,4,5,10,15,20,21,25,
5, 3:10:1,2,3,4,5,10,15,17,21,25,
5, 3:10:1,2,3,4,5,10,11,20,21,25,
5, 3:10:1,2,3,4,5,6,16,21,23,25,
5, 3:10:1,2,3,4,5,6,15,16,21,25,
5, 3:10:1,2,3,4,5,6,11,19,21,25,
5, 3:10:1,2,3,4,5,6,11,16,21,25,
5, 3:10:4,5,7,8,11,15,20,21,22,24,
5, 3:10:3,5,7,10,12,16,20,21,23,24,
5, 3:10:3,5,6,8,10,15,17,19,21,24,
5, 3:10:3,5,6,7,10,16,20,21,23,24,
5, 3:10:3,5,6,7,10,15,16,20,21,24,
5, 3:10:3,4,5,6,7,14,15,17,21,24,
5, 3:10:2,5,9,11,12,19,20,21,22,23,
5, 3:10:2,5,7,9,11,16,18,20,21,23,
5, 3:10:2,5,6,10,11,16,19,20,21,23,
5, 3:10:2,4,5,7,11,20,21,22,23,24,
5, 3:10:2,4,5,7,11,15,20,21,22,24,
5, 3:10:2,4,5,6,11,15,19,21,22,24,
5, 3:10:2,4,5,6,11,15,18,19,21,22,
5, 3:10:2,3,5,6,10,16,19,20,21,23,
5, 3:10:2,3,5,6,10,14,16,19,21,23,
5, 3:10:2,3,4,5,6,15,19,21,22,24,
5, 3:10:1,4,5,6,7,14,15,17,23,24,
5, 3:10:1,3,6,8,10,15,17,19,21,22,
5, 3:10:1,3,5,10,11,19,20,21,22,24,
5, 3:10:1,3,5,6,10,14,19,21,22,23,
5, 3:10:1,3,5,6,8,10,17,19,22,24,
5, 3:10:1,2,9,10,11,12,19,20,21,22,
5, 3:10:1,2,7,9,15,16,18,20,21,23,
5, 3:10:1,2,5,10,11,15,18,19,21,22,
5, 3:10:1,2,5,9,10,11,12,19,22,23,
[1/2][0/2]Run with 36(6*6) board in 5 blocks(bytes),every queen must attack 3.
Run with 36(6*6) board in 5 blocks(bytes),every queen must attack 3.
